Location,Year,R2,RMSE,AUC_Diff,Pearson
"45,NH",2017,0.6765944602429499,0.14747278650861212,0.4971266659324659,0.9125184142031653
"45,NH",2018,0.8846776780239783,0.1036461184356621,0.26740349643021794,0.9649547452230764
"45,NH",2019,0.8269790635809214,0.12145976526805193,0.2570456434741309,0.9234069640783644
"45,NH",2020,0.8923429430592763,0.0985094839049781,-0.26820187989596206,0.9949665124741915
"45,NJ",2012,0.9744015633411799,0.048812703848022665,-0.09672552258339556,0.9946925633540309
"45,NJ",2013,0.9616571681471593,0.06508640781877302,0.07751442136735388,0.9821001841226873
"45,NJ",2014,0.9762602542587105,0.054789374177650424,0.008713970109196532,0.990582859399811
"45,NJ",2015,0.9733882200638809,0.05605311159638131,-0.020592168462143137,0.9907322245601133
"45,NJ",2016,0.9411524397040961,0.08125407259978795,-0.0627231827420703,0.9765852074293226
"45,NJ",2017,0.9748793539483586,0.04798994354654016,0.009800066412056352,0.9875248249201994
"45,NJ",2018,0.9810078782019869,0.0428894957771731,-0.10563672182035727,0.9973549169243566
"45,NJ",2019,0.9719372764006546,0.056635453629202664,0.07915509824873668,0.9870378993596987
"45,NJ",2020,0.9612431611197596,0.06371761909838156,0.012153486727483336,0.9804543091284608
"45,NM",2012,0.5564239215476761,0.17541557443961006,0.5072580305002847,0.8355777609068282
"45,NM",2013,0.9586603585373615,0.05546285124895726,0.1452355219617055,0.9855633623865133
"45,NM",2014,0.9894247210749186,0.029287202128553555,0.045789905838097986,0.9950470347592296
"45,NM",2015,0.8068383409533654,0.15487534732325986,0.3846619054629956,0.9672124540507655
"45,NM",2016,0.8863997777298994,0.10227291324435427,0.3238904868939248,0.9765233112065724
"45,NM",2017,0.8011124014205817,0.1573670855677891,0.2813215864172429,0.9146188287488747
"45,NM",2018,0.779374243663518,0.15218162430749727,0.425526714093071,0.9950586639445861
"45,NM",2019,0.8859062464950823,0.09535365862517903,0.07986674312565019,0.9526302177275552
"45,NM",2020,0.6033076535673412,0.2026539198528953,0.5091369480386833,0.8843884965225206
"45,NV",2012,0.1777790752517595,0.2840678173248858,0.08821186855025763,0.7445139293838327
"45,NV",2013,0.0,0.30595807083202164,-0.8205802638242322,0.8970970244290977
"45,NV",2014,0.030956094648759702,0.24832559107093866,0.8697931083642536,0.6505629623727522
"45,NV",2015,0.1994140697889757,0.2719173799583406,0.8278740040214887,0.8693122696735552
"45,NV",2016,0.5858216307259201,0.1579766193776487,-0.050988316157123494,0.904917069213237
"45,NV",2017,0.0,0.39966866371563925,-1.2648257462988386,0.8159020991660373
"45,NV",2018,0.6087156117867694,0.18093654533048134,0.49915546539875166,0.8628904918253152
"45,NV",2019,0.9303290104393213,0.05680591149589813,0.15442138800747723,0.9717133302435994
"45,NV",2020,0.7996767185666507,0.09245265648012692,-0.033982184761587854,0.8954503745054849
"45,NY",2012,0.9711663587160483,0.04548124808204451,0.14208177741218808,0.9892265249245862
"45,NY",2013,0.933887084141874,0.07117634683356701,-0.08846517951908661,0.9703500409913348
"45,NY",2014,0.9889544153903357,0.03502377169228556,-0.004455467589112496,0.994467414764793
"45,NY",2015,0.9362545991114946,0.07350341397753893,0.20588334252274348,0.978368769156699
"45,NY",2016,0.9069241943457383,0.09913313828802411,0.09120939545126584,0.9593921265619372
"45,NY",2017,0.992099632239996,0.02619505563672383,0.0676852849649924,0.9970244389714812
"45,NY",2018,0.9649329744256953,0.05380344732477851,0.08612267217660884,0.985202563147049
"45,NY",2019,0.9462103548513741,0.07830222772656206,0.04894280819612696,0.9737382233016106
"45,NY",2020,0.8950369988930205,0.09181237862286093,-0.22228313573764785,0.9727619369001048
"45,OH",2012,0.9689038198519039,0.05160443923465854,0.09461616312008526,0.9908560224108944
"45,OH",2013,0.9615883831307692,0.05873700920915155,-0.04158880777096119,0.9834302749596531
"45,OH",2014,0.8845971176580507,0.11405390918850628,-0.046193927103927356,0.9443035764628557
"45,OH",2015,0.9272920836832519,0.08289400817160668,0.08127029332240927,0.9649897786466387
"45,OH",2016,0.969271800919954,0.05586831669772578,0.07191243578617264,0.9859583922926868
"45,OH",2017,0.8985122152658636,0.10221470864768394,-0.2327890643913588,0.9886359713073432
"45,OH",2018,0.9605182444775892,0.060973669073223054,0.13757146276549787,0.9885418636570122
"45,OH",2019,0.9500843870037671,0.06831298083714422,-0.11014167477054376,0.9826912521230974
"45,OH",2020,0.9327557445549027,0.07534705849753186,-0.2063681131464854,0.9904996175333649
"45,OK",2012,0.9822418223991661,0.04556055850477143,0.08359147768979873,0.9954516414021206
